chr_name	start	val	color
hs1	45000000	0.064102783	red
hs1	55000000	1.252963426	red
hs1	60000000	0.32259385	red
hs1	70000000	0.113639049	red
hs1	75000000	0.17798866	red
hs1	80000000	0.296138394	red
hs1	85000000	1.764183505	red
hs1	95000000	0.866575263	red
hs1	100000000	2.293544145	red
hs1	105000000	3.882317703	red
hs1	110000000	0.192300437	red
hs1	115000000	0.834416126	red
hs1	140000000	0.014943483	red
hs1	150000000	1.097097097	red
hs1	155000000	0.409186189	red
hs1	160000000	0.007338771	red
hs1	165000000	0.277805592	red
hs1	170000000	0.93963931	red
hs1	175000000	0.24534296	red
hs1	180000000	0.15035221	red
hs1	185000000	0.308806569	red
hs1	190000000	0.230403787	red
hs1	195000000	2.229393167	red
hs1	205000000	0.176666831	red
hs1	215000000	0.135742796	red
hs2	0	0.04047232	red
hs2	15000000	1.338952826	red
hs2	20000000	0.545437716	red
hs2	50000000	0.415420838	red
hs2	55000000	0.520442677	red
hs2	65000000	0.393448489	red
hs2	75000000	1.942958027	red
hs2	80000000	0.121637167	red
hs2	115000000	0.301375875	red
hs2	135000000	0.411790215	red
hs2	140000000	0.525217433	red
hs2	145000000	3.133639888	red
hs2	150000000	0.093600965	red
hs2	155000000	0.314387011	red
hs2	160000000	2.495588308	red
hs2	165000000	0.980845619	red
hs2	175000000	2.930342753	red
hs2	180000000	0.105082995	red
hs2	185000000	0.631391858	red
hs2	190000000	3.024415756	red
hs2	195000000	0.659232025	red
hs2	205000000	1.882294071	red
hs2	210000000	0.565937069	red
hs2	215000000	2.107743735	red
hs2	220000000	1.200037144	red
hs2	240000000	0.301848849	red
hs3	0	0.138762722	red
hs3	15000000	0.57530572	red
hs3	40000000	0.06259114	red
hs3	45000000	0.333264777	red
hs3	50000000	1.373304612	red
hs3	60000000	0.056480756	red
hs3	65000000	1.100118046	red
hs3	70000000	0.282355312	red
hs3	75000000	0.012180733	red
hs3	80000000	0.330066321	red
hs3	85000000	0.396529855	red
hs3	90000000	0.399407208	red
hs3	95000000	0.445262699	red
hs3	100000000	0.194207874	red
hs3	105000000	1.063896264	red
hs3	110000000	0.188430346	red
hs3	115000000	0.410331835	red
hs3	120000000	0.134033699	red
hs3	130000000	0.518222619	red
hs3	135000000	2.961188636	red
hs3	140000000	2.324702591	red
hs3	145000000	0.260720455	red
hs3	155000000	0.364181967	red
hs3	160000000	2.850964675	red
hs3	165000000	1.717971425	red
hs4	5000000	0.416476791	red
hs4	10000000	0.225838909	red
hs4	15000000	0.150678159	red
hs4	20000000	1.49030108	red
hs4	30000000	0.574591912	red
hs4	45000000	0.843730297	red
hs4	50000000	1.001787115	red
hs4	55000000	1.061254911	red
hs4	60000000	1.094700142	red
hs4	65000000	0.169322413	red
hs4	70000000	1.801717885	red
hs4	95000000	1.081713677	red
hs4	100000000	0.599904756	red
hs4	105000000	0.116840449	red
hs4	110000000	0.385036113	red
hs4	115000000	0.718012488	blue
hs4	120000000	1.390339935	blue
hs4	125000000	0.423694065	blue
hs4	130000000	6.499124309	blue
hs4	135000000	1.667749606	blue
hs4	155000000	1.749266704	blue
hs4	165000000	0.456483179	blue
hs4	170000000	0.292160103	blue
hs4	175000000	0.059390633	blue
hs4	180000000	0.330989452	blue
hs4	190000000	0.379789999	blue
hs5	0	1.668355486	blue
hs5	20000000	0.778967918	blue
hs5	25000000	1.988649031	blue
hs5	35000000	1.917876766	blue
hs5	40000000	0.526131497	blue
hs5	45000000	0.454779004	blue
hs5	50000000	0.018414247	blue
hs5	55000000	0.35577776	blue
hs5	60000000	1.207937545	blue
hs5	65000000	0.755933598	blue
hs5	80000000	0.241512971	blue
hs5	85000000	0.006473066	blue
hs5	90000000	0.297789382	blue
hs5	95000000	2.104731504	blue
hs5	100000000	2.441319549	blue
hs5	105000000	0.293686942	blue
hs5	110000000	0.069689477	blue
hs5	115000000	0.006728318	blue
hs5	120000000	1.610778202	blue
hs5	125000000	1.125514976	blue
hs5	140000000	0.858633363	blue
hs5	160000000	0.352244355	blue
hs5	165000000	1.764921842	blue
hs6	5000000	0.756864022	blue
hs6	25000000	3.254501145	blue
hs6	30000000	3.028996708	blue
hs6	45000000	0.407908597	blue
hs6	50000000	0.99646813	blue
hs6	55000000	0.920984654	blue
hs6	60000000	3.21224327	blue
hs6	65000000	0.041126133	blue
hs6	70000000	0.036845093	blue
hs6	75000000	1.864501776	blue
hs6	80000000	0.406144781	blue
hs6	85000000	0.736776001	blue
hs6	90000000	0.979391926	blue
hs6	95000000	0.118799268	blue
hs6	100000000	1.595095846	blue
hs6	115000000	0.077503987	blue
hs6	120000000	4.297821574	blue
hs6	125000000	0.184783848	blue
hs6	140000000	1.44241399	blue
hs6	145000000	1.47932454	blue
hs6	170000000	0.388123051	blue
hs7	10000000	0.25699002	blue
hs7	15000000	1.854651926	blue
hs7	25000000	0.05292115	blue
hs7	30000000	0.041948824	blue
hs7	40000000	1.699828347	blue
hs7	50000000	0.989835365	blue
hs7	65000000	0.126138858	blue
hs7	80000000	0.716076911	blue
hs7	85000000	0.776266926	blue
hs7	90000000	2.903998072	blue
hs7	105000000	0.098255955	blue
hs7	110000000	0.476271536	blue
hs7	115000000	0.645662164	blue
hs7	120000000	1.623015942	blue
hs7	140000000	1.273102004	blue
hs8	20000000	0.468223266	blue
hs8	50000000	0.0812562	blue
hs8	60000000	0.320689388	blue
hs8	65000000	0.122344243	blue
hs8	70000000	0.178434813	blue
hs8	75000000	3.326785454	blue
hs8	85000000	0.39378715	blue
hs8	90000000	0.265664086	blue
hs8	95000000	0.967978023	blue
hs8	105000000	1.246140158	blue
hs8	110000000	0.718393603	blue
hs8	115000000	0.426107954	blue
hs8	120000000	0.194812934	blue
hs8	130000000	0.365214216	blue
hs8	135000000	0.530002667	blue
hs8	140000000	0.810827479	blue
hs8	145000000	0.23758379	blue
hs9	0	2.307569774	blue
hs9	5000000	0.644571009	blue
hs9	10000000	2.046089666	blue
hs9	15000000	1.422952623	blue
hs9	20000000	0.225869609	blue
hs9	25000000	0.413266139	blue
hs9	30000000	2.624871649	blue
hs9	40000000	1.913833228	blue
hs9	45000000	0.125109584	blue
hs9	65000000	1.210456489	blue
hs9	80000000	0.51545071	blue
hs9	100000000	0.085750677	blue
hs9	115000000	2.032450748	blue
hs9	140000000	1.29386242	blue
hs10	40000000	0.843297362	blue
hs10	45000000	0.893295299	blue
hs10	50000000	2.481696958	blue
hs10	65000000	1.38192794	blue
hs10	75000000	0.011872433	blue
hs10	80000000	0.000554947	blue
hs10	90000000	0.385968505	blue
hs10	105000000	2.510883496	blue
hs10	130000000	2.311905364	blue
hs10	135000000	0.990698421	blue
hs11	0	1.243657619	blue
hs11	5000000	1.911169119	blue
hs11	10000000	1.079652567	blue
hs11	15000000	2.619762266	blue
hs11	20000000	0.257558874	blue
hs11	25000000	2.394581162	blue
hs11	30000000	3.24509585	blue
hs11	35000000	0.230435895	blue
